ISBN,Імʼя автора,Жанр книги,Мова,Мова оригіналу,Назва видавця,Назва книги,Оригінальна назва,Перекладач,Рік видання
978-617-15-0051-8,Гейлі А.,Сучасні автори,англійська,англійська,КСД,Готель,Hotel,"Мар Пінчевський, Олександра Гординчук",2023.0
978-617-09-5941-6,Н. Натт-О-Даґ,Історична та пригодницька проза,українська,,Фабула,1793,,,2019.0
978-617-12-9598-8,Осіпов А.,Детективи,українська,,КСД,Продана правда,,,2023.0
978-617-7914-73-9,В. Е. Шваб,Фентезі,українська,,Nebo Booklab Publishing,Місто привидів. Книга 1,,,2023.0
978-617-12-9319-9,Т. Кавагуті,Сучасні автори,українська,англійська,КСД,Доки не розкриється брехня. Солодка кава - гіркі таємниці,Before the Lies Are Revealed,,
978-617-8280-65-9,М. Довсон,Романтична проза,українська,,Видавництво РМ,Сватання для початківців,,,2023.0
978-617-12-9272-7,Е. М. Ремарк,Класична література,українська,німецька,КСД,Повернення,Der Weg zuruck,Н. Сняданко,
978-617-15-0726-5,Т. Ґеррітсен,Трилери та жахи,українська,англійська,КСД,Грішна. Книга 3,The Sinner,О. В. Оксенич,2024.0
978-617-8362-62-1,Ніколло Мак’явеллі,Класична література,українська,,Лабораторія,Державець. Флорентійські хроніки,,,2024.0
978-617-548-161-5,Кейм МакДоннелл,Детективи,українська,,Bookchef,"Дублінська трилогія. Книга 2: День, який ніколи не настане",,,2023.0
978-617-7820-76-4,Бакман Ф.,Сучасні автори,українська,,Книголав,Шляхи життя,,,2023.0
978-617-15-0264-2,К. Вайт,Романтична проза,українська,англійська,КСД,Крамниця на вулиці Роял,The Shop on Royal Street,Третякова Наталія,2023.0
978-617-7756-69-8,Ооно Косуке,Комікси та манґи,українська,,Malopus,Шлях домогосподаря. Том 2,,,2023.0
9786171703575,Р. Волш,Романтична проза,українська,,Віват,Сім щасливих днів,,,2024.0
978-617-170-047-5,Річард Чизмар,Детективи,українська,,Віват,Гонитва за Буґіменом,,,2023.0
978-966-942-958-2,А. Кокотюха,Детективи,українська,,Віват,Вигнанець і перевертень,,,2020.0
978-617-12-8097-7,А. Кокотюха,Детективи,українська,,КСД,Розбите дзеркало,,,2020.0
978-966-448-137-0,С. Лаґерльоф,Сучасні автори,українська,,Видавництво Старого Лева,Морбакка,,,2023.0
978-617-15-0625-1,Р. Гайнлайн,Фантастика,українська,англійська,КСД,Ляльководи,The Puppet Masters,Горбатько Володимир,2024.0
978-617-12-9306-9,С. Кінг,Фентезі,українська,англійська,КСД,Острів Дума,Duma Key,,
978-617-8109-40-0,Фуджісава Б.,Комікси та манґи,українська,,Наша Ідея,"Кривавий Марс, том 1",,,2023.0
978-617-7818-87-7,Фаб’єн Вельманн та Кераскоет,Комікси та манґи,українська,,Видавництво,Милий морок,,,2024.0
978-617-679-837-8,Т. Пратчетт,Фентезі,українська,,Видавництво Старого Лева,Вільні малолюдці,,,2020.0
978-617-12-9857-6,Ірина Звонок,Історична та пригодницька проза,українська,,КСД,Гальшка Острозька,,,2022.0
978-617-12-9999-3,С. Кінг,Сучасні автори,українська,англійська,КСД,Містер Мерседес,Mr. Mercedes,,2023.0
978-617-17-0317-9,Е. Морґенштерн,Сучасні автори,українська,,Віват,Беззоряне море,,,2023.0
978-617-15-0390-8,Д. Чемберлен,Романтична проза,українська,англійська,КСД,Велика брехня у маленькому місті,Big Lies in a Small Town,Захарченко Ольга Василівна,2023.0
978-966-982-691-6,Бардуго Л.,Фентезі,українська,англійська,Віват,Король шрамів,King of Scars,,2022.0
978-617-15-0103-4,Д. Кіз,Сучасні автори,українська,,КСД,Таємнича історія Біллі Міллігана,,,2023.0
978-617-12-5960-7,В. Стус,Класична література,українська,,КСД,Василь Стус. Вибране,,,2018.0
978-617-15-0718-0,"А. Ель-Мох, М. Глед",Фантастика,українська,англійська,КСД,Так програють війну часів,This Is How You Lose the Time War,Король Станіслав,2024.0
978-617-523-043-5,С. Пірс,Детективи,українська,,АРТБУКС,Ретрит,,Олена Науменко,2023.0
978-617-7914-21-0,Дж. Крістофф,Фентезі,українська,англійська,Nebo Booklab Publishing,Безніч,Nevernight,,2022.0
978-617-8024-15-4,А. Чех,Сучасні автори,українська,,Meridian Czernowitz,Хто ти такий?,,,2021.0
978-617-12-7130-2,Дж. Мойєс,Романтична проза,українська,,КСД,До зустрічі з тобою. Книга 1,,,2020.0
978-617-548-223-0,Л. Беррі,Детективи,українська,,Bookchef,Найліпші друзі,,,2024.0
978-617-8383-04-6,А. Новік,Фентезі,українська,,Nebo Booklab Publishing,Закон третьої крові,,,2024.0
978-966-948-784-1,Флінн Ґ.,Детективи,українська,,Видавнича група КМ-БУКС,Гострі предмети,,,2023.0
978-617-7885-68-8,,Комікси та манґи,українська,,Molfar Comics,Дівчинка з того боку. Том 1,,,2023.0
978-617-12-7116-6,О. Вишня,Класична література,українська,,КСД,Мисливські усмішки,,,2020.0
978-617-15-0401-1,Пенелопа Дуглас,Сучасні автори,українська,англійська,КСД,Панк 57,Punk 57,Бієнко Марина Олексіївна,2023.0
978-966-10-8655-4,Р. Джордан,Фентезі,українська,,Навчальна книга Богдан,Колесо Часу. Книга 6. Повелитель Хаосу,,,2024.0
978-617-09-7101-2,М. Маєр,Фентезі,українська,,Ранок,Хроніки Місяця. Сіндер,,,2021.0
978-617-12-6276-8,М. Леві,Сучасні автори,українська,французька,КСД,Між небом і землею,Et si c’etait vrai...,К. М. Грицайчук,2019.0
978-617-7756-99-5,Кей Самбе,Комікси та манґи,українська,,Malopus,"Місто, де немає лиш мене. Том 1",,,2024.0
978-617-098-118-9,Сара Дессен,Сучасні автори,українська,,Ранок,Безсоння для двох,,,2023.0
978-617-8109-28-8,Шіро Куроі,Комікси та манґи,українська,,Наша Ідея,Левіафан. Том 1,,,2023.0
978-966-14-3877-3,Р. Ріґґз,Дітям від 12 років,українська,,КСД,Дім дивних дітей. Книга 1,,,2012.0
978-966-8659-95-9,М. Х. Келлі,Сучасні автори,українська,,Нора Друк,Бузкові дівчата,,,2017.0
978-617-8286-36-1,А. Уркхарт,Трилери та жахи,українська,,Книголав,Тесак і скальпель,,,2024.0
978-966-448-163-9,Е. Гільдербрант,Сучасні автори,українська,,Видавництво Старого Лева,28: Наступного літа в той самий час,,,2023.0
978-617-15-0515-5,Р. Осман,Детективи,українська,англійська,КСД,Останній демон,The Last Devil to Die,Ракуленко Віталій,2024.0
978-617-7286-25-6,Забужко О.,Сучасні автори,українська,,Комора,Після третього дзвінка вхід до зали забороняється. Оповідання та повісті.,,,2023.0
978-617-12-8884-3,С. Кінг,Фентезі,українська,англійська,КСД,Куджо,Cujo,,
978-966-7047-79-5,В. Шекспір,Класична література,українська,,А-БА-БА-ГА-ЛА-МА-ГА,Гамлет,,,
978-966-993-991-3,А. Тодд,Романтична проза,українська,,Форс,Найтемніший місяць,,,2022.0
978-617-12-9859-0,Макс Сеек,Детективи,українська,,КСД,Мисливець на відьом,,,2022.0
978-617-8280-23-9,Дж. Браун,Сучасні автори,українська,,Видавництво РМ,Звабливі речі,,,2023.0
978-966-982-061-7,Дж. П. Стрелекі,Сучасні автори,українська,,Віват,Кафе на краю світу,,,2019.0
978-617-15-0021-1,Бекетт С.,Детективи,українська,англійська,КСД,Записано на кістках. Друге розслідування,Written in Bone,Євгенія Канчура,2023.0
978-617-09-7036-7,М. Раткоські,Фентезі,українська,,Ранок,Злочин переможця. Книга 2,,,2021.0
978-617-09-8376-3,Таня Гуд,Фентезі,українська,,Ранок,Дім трьох світів,,,2024.0
978-617-15-0266-6,І. Бенкс,Сучасні автори,українська,англійська,КСД,Осина фабрика,The Wasp Factory,,2023.0
978-966-948-125-2,Р. Ґалбрейт,Детективи,українська,,Видавнича група КМ-БУКС,Кувала зозуля. Книга 1,,,2019.0
978-966-982-990-0,Ірина Грабовська,Фентезі,українська,,Віват,Земля крилатих. Трилогія «Замок із кришталю». Книга 2,,,2023.0
978-617-12-8651-1,В. Тевіс,Сучасні автори,українська,англійська,КСД,Хід королеви,The Queen’s Gambit,Е. Ю. Євтушенко,2021.0
978-617-15-0376-2,А. Крісті,Детективи,українська,,КСД,Свідок обвинувачення та інші історії,,,2023.0
978-617-12-6296-6,Г. Квітка-Основ’яненко,Класична література,українська,,КСД,Конотопська відьма,,,2019.0
978-617-548-214-8,К. Маніскалко,Детективи,українська,,Bookchef,По сліду Джека-Різника. Книга 1,,,2024.0
978-617-12-9974-0,С. Кінг,Фентезі,українська,англійська,КСД,Зелена миля,The Green Mile,О. М. Любенко,2023.0
978-617-585-179-1,М. Матіос,Сучасні автори,українська,,А-БА-БА-ГА-ЛА-МА-ГА,Букова земля,,,2019.0
978-617-8220-02-0,Айя Нея,Фентезі,українська,,БукБанда,Норд. Велика Зима. Книга 1,,,2023.0
978-617-12-9938-2,Дж. Гарріс,Сучасні автори,українська,англійська,КСД,Шоколад. Книга 1,Chocolat,Володимир Поляков,2023.0
978-617-8373-72-6,Е. Дж. Меллов,Фентезі,українська,,Видавництво РМ,Мусаї. Пісня вічних дощів. Книга 1,,,2024.0
978-617-15-0395-3,А. Фінлі,Детективи,українська,англійська,КСД,Вечірня зміна,The Night Shift,Зорницький А. В.,2023.0
978-617-09-8152-3,Е. Тайлер,Сучасні автори,українська,,Фабула,Плетений колосок,,,2023.0
978-617-12-6129-7,Е. Ферранте,Сучасні автори,українська,італійська,КСД,Історія втраченої дитини. Книга 4,Storia della bambina perduta,Л. І. Котляр,
978-617-8220-14-3,Айя Нея,Фентезі,українська,,БукБанда,Норд. Вік Вовка. Книга 2. Том 1,,,2023.0
978-617-8277-09-3,Максим «Далі» Кривцов,Сучасні автори,українська,,Наш формат,Вірші з бійниці,,,2024.0
978-617-15-0790-6,В. Голт,Романтична проза,українська,англійська,КСД,Диявол на коні,Devil on Horseback,Мочалова Наталія,2024.0
978-617-170-289-9,К. Гувер,Романтична проза,українська,,Віват,"Залишся, якщо кохаєш...",,,2023.0
978-617-12-9071-6,Л. Дашвар,Сучасні автори,українська,,КСД,Село не люди,,,2021.0
9786178203818,Анастасія Левкова,Сучасні автори,українська,,Лабораторія,За Перекопом є земля,,,2023.0
978-617-09-7933-9,Мацуда Джюко,Комікси та манґи,українська,,Ранок,Привид Києва,,,2022.0
978-617-12-8114-1,В. Шкляр,Сучасні автори,українська,,КСД,Спів Божої пташки,,,2021.0
978-617-15-0024-2,Крісті А.,Детективи,українська,англійська,КСД,І не лишилось жодного,AND THEN THERE WERE NONE,,2023.0
978-617-12-8840-9,Т. Ґеррітсен,Трилери та жахи,українська,англійська,КСД,Клуб «Мефісто». Книга 6,The Mephisto club,О. В. Оксенич,2021.0
978-617-548-218-6,Р. Бриндза,Детективи,українська,,Bookchef,Темна вода,,,2024.0
978-617-15-0868-2,С. Талан,Сучасні автори,українська,,КСД,Ми завжди були разом,,,2024.0
978-617-12-6870-8,А. Крісті,Детективи,українська,англійська,КСД,Загадка «Блакитного потяга»,The Mystery og the Blue Train,А. В. Зорницький,2019.0
978-617-548-152-3,Дж. Д. Селінджер,Сучасні автори,українська,,Bookchef,Дев’ять оповідань,,,2023.0
978-617-15-0098-3,В. Шкляр,Сучасні автори,українська,,КСД,Чорне Сонце. Дума про братів азовських,,,2023.0
978-617-679-276-5,Саллі Ґрін,Фентезі,українська,,Видавництво Старого Лева,Напівзагублений. Книга 3,,,2024.0
978-617-8109-67-7,,Комікси та манґи,українська,,Наша Ідея,Кухня чаклунських капелюхів Том 1,,,2023.0
978-966-448-140-0,Сейґер Р.,Трилери та жахи,українська,,Видавництво Старого Лева,"Востаннє, коли я збрехала",,,2023.0
978-617-15-0373-1,Ф. Герберт,Фантастика,українська,англійська,КСД,Месія Дюни,Dune Messiah (Dune Chronicles #2),Н. М. Михаловська,2024.0
978-617-8109-56-1,М. Юкімура,Комікси та манґи,українська,,Наша Ідея,Сага про Вінланд. Том 6,,,2023.0
978-617-15-0272-7,Дж. Сілз,Детективи,українська,англійська,КСД,Убивство за етикетом,A MOST AGREEABLE MURDER,Зорницький Андрій,2023.0
978-617-7782-30-7,Б. Штибор,Комікси та манґи,українська,,Vovkulaka,Відьмак. Тьмяні спогади,,,2024.0
978-966-97639-6-9,Ф. Бакман,Сучасні автори,українська,,Книголав,Моя бабуся просить їй вибачити,,,2017.0
978-617-8109-42-4,К. Вакуі,Комікси та манґи,українська,,Наша Ідея,Токійські месники.Том 5,,,2023.0
978-617-7756-83-4,Джюнджі Іто,Комікси та манґи,українська,,Malopus,Томіе. Том 1,,,2023.0
978-617-548-064-9,Арментраут Дж. Л.,Фентезі,українська,англійська,Bookchef,Із крові й попелу. Кров і попіл. Книга 1,From Blood and Ash,,2022.0
978-966-948-603-5,Грін Дж.,Сучасні автори,українська,,Видавнича група КМ-БУКС,Паперові міста,,,2023.0
978-617-585-096-1,В. Шекспір,Класична література,українська,,А-БА-БА-ГА-ЛА-МА-ГА,Ромео і Джульєтта,,,2016.0
978-617-15-0060-0,Оксана Кір’ян,Сучасні автори,українська,,КСД,Щебетала пташечка,,,
978-617-8109-76-9,М. Канешіро,Комікси та манґи,українська,,Наша Ідея,Синя тюрма. Том 2,,,2023.0
978-617-8299-64-4,Р. Йонассон,Детективи,українська,,Лабораторія,Рейк’явік. Нордичний детектив,,,2024.0
978-617-522-256-0,Г. Бьолль,Класична література,українська,,Ще одну сторінку,Дім без господаря,,,2024.0
978-617-548-015-1,Антуан де Сент-Екзюпері,Дітям від 12 років,українська,,Bookchef,Маленький принц,,,2022.0
978-966-942-957-5,А. Кокотюха,Детективи,українська,,Віват,Вигнанець і грішниця,,,2020.0
978-617-7940-73-8,Пеннер С.,Детективи,українська,,АРТБУКС,Зникнення аптекарки,,,2022.0
978-617-12-9971-9,С. Пономаренко,Детективи,українська,,КСД,Чорне весілля,,,2023.0
9786171702738,Ґ. Сімсіон,Романтична проза,українська,,Віват,Ефект Розі,,,2024.0
978-617-0982-39-1,Дженніфер Лінн Барнс,Фентезі,українська,,Ранок,Ігри спадкоємців кн.1,,,2023.0
978-617-15-0270-3,Е. Конвей,Детективи,українська,англійська,КСД,Аргайл,Argylle,Ракуленко Віталій,2024.0
978-617-8109-50-9,Акіхіто Цукуші,Комікси та манґи,українська,,Наша Ідея,Зроблено в Безодні. Том 2,,,2023.0
978-617-95197-1-0,І. Хараб,Комікси та манґи,українська,,Видавництво ТУТ,Сіра Долина. Реальні монстри. Книга 2,,,2024.0
978-617-7885-31-2,"Аяцуджи Юкіто, Кійохара Хіро",Комікси та манґи,українська,,Molfar Comics,"Інша, Третя чверть",,,2023.0
9786171701090,Ю. Яновський,Класична література,українська,,Віват,Майстер корабля,,,2024.0
978-617-7863-51-8,Айн Ренд,Сучасні автори,українська,,Наш формат,Ми живі,,,2021.0
9786171700284,Дж. Куїнн,Романтична проза,українська,,Віват,Бріджертони. Герцог і я,,,2023.0
978-617-7792-09-2,Т. Горіха Зерня,Сучасні автори,українська,,Білка,Доця,,,2023.0
978-617-7286-85-0,"О.Забужко, М. Лаюк, К. Калитко, Л. Дереш, М. Кідрук",Сучасні автори,українська,,Комора,Вежа через «О»,,,2024.0
978-617-679-082-2,С. Андрухович,Сучасні автори,українська,,Видавництво Старого Лева,Фелікс Австрія,,,2019.0
978-617-15-0396-0,П. Скай,Романтична проза,українська,англійська,КСД,Ґудзики та мереживо. Книга 1,Buttons and Lace,Андрій Яремчук,2023.0
978-966-10-6057-8,Р. Желязни,Фентезі,українська,,Навчальна книга Богдан,Хроніки Амбера. П’ятикнижжя Мерліна. Том 2,,,2022.0
978-617-7914-76-0,В. Е. Шваб,Фентезі,українська,,Nebo Booklab Publishing,Темніший колір магії,,,2023.0
978-617-15-0181-2,Орвелл Дж.,Сучасні автори,українська,англійська,КСД,1984. Колгосп тварин,,"Захарченко Ольга,  Оксенич Олена",2023.0
978-966-982-948-1,"Дж. Орвелл, Кост Ксав’є",Сучасні автори,українська,,Віват,1984. Графічний роман,,,2022.0
978-617-8120-56-6,Аткінсон К.,Сучасні автори,українська,,Наш формат,Руїни бога,,,2023.0
978-617-95123-7-7,Наунау,Комікси та манґи,українська,,Сафран,Берегиня. Том 1,,,2024.0
978-617-12-5397-1,О. Гончар,Класична література,українська,,КСД,Собор,,,2018.0
978-617-8109-89-9,"Ж-К. Дерр’єн, Фрижель",Комікси та манґи,українська,,Наша Ідея,Фріжель і Флаффі. Том 6. Садиба Хіробріна,,,2023.0
978-617-8109-83-7,Цубаса Ямаґучі,Комікси та манґи,українська,,Наша Ідея,Блакитний період. Том 1,,,2024.0
978-617-8396-14-5,К. Вакуі,Комікси та манґи,українська,,Наша Ідея,Токійські месники.Том 8,,,2024.0
978-617-679-700-5,Т. Пратчетт,Фентезі,українська,,Видавництво Старого Лева,Варта! Варта! Книга 1,,,2019.0
978-617-8012-19-9,Г. Морріс,Історична та пригодницька проза,українська,,Книголав,Обіцянка сестер,,,2022.0
978-617-15-0392-2,Е. Дорр,Сучасні автори,українська,англійська,КСД,Все те незриме світло + суперобкладинка,All the Light We Cannot See,Олександра Гординчук,2023.0
978-617-8109-31-8,А. Руе,Комікси та манґи,українська,,Наша Ідея,Аптека ароматів. Хибна гра майстрині. Книга 3,,,2023.0
978-617-15-0624-4,К. Вайт,Романтична проза,українська,англійська,КСД,Будинок на вулиці Пританія,The House on Prytania,Третякова Наталія,2024.0
978-617-17-0057-4,"Жадан С., Вишебаба П. та ін.",Сучасні автори,українська,,Віват,Поміж сирен,,,2023.0
978-617-15-0648-0,Т. Мафі,Фентезі,українська,англійська,КСД,Розпали мене. Книга 3,Ignite Me,Заволоко Тетяна,2024.0
978-617-8287-10-8,Р. Кван,Фентезі,українська,,Жорж,Жовтолика,,,2024.0
978-617-12-8892-8,"І. Мельниченко, В. Геращенко",Історична та пригодницька проза,українська,,КСД,Живі. Всупереч,,,2021.0
978-966-10-8002-6,,Детективи,українська,,Навчальна книга Богдан,Дівчинка снігів,,,
978-617-548-210-0,Дж. Д. Селінджер,Класична література,українська,,Bookchef,"Вище крокви, теслярі! Сеймур: Вступ",,,2023.0
9786171705364,Л. Ашер,Романтична проза,українська,,Віват,Дрібним шрифтом. Книга 1,,,2024.0
978-617-7279-55-5,А. Ренд,Сучасні автори,українська,,Наш формат,Джерело,,,2017.0
978-966-982-000-6,Каур Рупі,Сучасні автори,українська,,Віват,Молоко і мед,,Ірина Шувалова,2021.0
978-617-523-197-5,Тейлор Дженкінс Рід,Сучасні автори,українська,,АРТБУКС,Сім чоловіків Евелін Г’юґо (pocketbook),,Альона Крупка,2024.0
978-617-15-0615-2,А. Крісті,Детективи,українська,англійська,КСД,Хвиля удачі,Taken at the Flood,,2024.0
978-617-679-958-0,Госсейні Халед,Сучасні автори,українська,,Видавництво Старого Лева,Ловець повітряних зміїв,,,2022.0
978-617-12-8316-9,С. Кінг,Сучасні автори,українська,англійська,КСД,Салимове Лігво,Salem’s Lot,О. І. Красюк,2020.0
978-617-7866-80-9,О. Осійчук,Сучасні автори,українська,,Наш формат,Абрикосова книгарня,,,2021.0
978-617-7885-71-8,Каракара Кемурі,Комікси та манґи,українська,,Molfar Comics,Сміх під захмареним небом. Том 1,,,2024.0
978-617-12-9080-8,А. Кокотюха,Детективи,українська,,КСД,Зламані іграшки. Київська сищиця,,,2021.0
978-617-15-0186-7,Гарріс Д.,Сучасні автори,українська,,КСД,Персики для месьє кюре. Книга 3,,Димань Наталія,2023.0
978-617-15-0654-1,В. Мастєрова,Сучасні автори,українська,,КСД,Осіннє танго,,,2024.0
978-617-12-9784-5,С. Кінг,Фентезі,українська,англійська,КСД,Темна половина,Dark Half,,2022.0
978-617-12-9778-4,Ф. Герберт,Фантастика,українська,англійська,КСД,Капітула Дюни,Chapterhouse: Dune (Dune Chronicles #6),,2022.0
978-617-12-9270-3,Дашвар Л.,Сучасні автори,українська,,КСД,На запах м’яса,,,2023.0
978-617-548-120-2,Дж. Л. Арментраут,Фентезі,українська,,Bookchef,Корона з позолочених кісток. Книга 3,,,2022.0
978-617-95247-3-8,Г. Ф. Лавкрафт,Фантастика,українська,,VarVar Publishing,Поклик Ктулху,,,2023.0
978-617-12-4314-9,Е. М. Ремарк,Класична література,українська,німецька,КСД,На Західному фронті без змін,Im Westen nichts neues,,2017.0
978-966-448-194-3,"укл. А. Алієв, А. Левкова",Сучасні автори,українська,,Видавництво Старого Лева,Кримський інжир. Куреш,,,2023.0
978-617-548-144-8,Дж. Л. Арментраут,Фентезі,українська,,Bookchef,Війна двох королев. Книга 4,,,2023.0
978-617-523-176-0,Тара Вестовер,Сучасні автори,українська,,АРТБУКС,Освічена,,,2024.0
978-966-688-105-5,Робін Гардинг,Детективи,українська,,Нора Друк,Ідеальна родина,,,2023.0
978-617-629-703-1,Г. Хоткевич,Історична та пригодницька проза,українська,,Апріорі,Богдан Хмельницький,,,2023.0
978-617-15-0018-1,Фенні Флеґґ,Сучасні автори,українська,англійська,КСД,Чудовий хлопець із кафе «Зупинка»,The Wonder Boy of Whistle Stop,Кучменко Віра,2023.0
978-617-12-1658-7,А. Кларк,Фантастика,українська,,КСД,2001: космічна одіссея. Книга 1,,,2017.0
978-617-548-230-8,Х. Д. Карлтон,Трилери та жахи,українська,,Bookchef,Полювання на Аделіну. Книга 2,,,2024.0
978-617-12-3356-0,А. Азімов,Фантастика,українська,англійська,КСД,Фундація. Книга 1,Foundation,Р. В. Клочко,2017.0
978-617-7885-77-0,Річард А. Нек,Фентезі,українська,,Molfar Comics,World of Warcraft – Душа демона. Кн.2,,,2024.0
978-617-522-166-2,О. Мірбо,Класична література,українська,,Ще одну сторінку,Щоденник покоївки,,,2024.0
978-617-548-073-1,Джон Стейнбек,Класична література,українська,,Bookchef,Грона гніву,,,2023.0
978-966-993-298-3,Андре Асіман,Романтична проза,українська,,Bookchef,Знайди мене,,,2023.0
978-966-917-486-4,Дж. Беррі,Сучасні автори,українська,,Рідна мова,Лагідна війна,,,2021.0
978-617-15-0053-2,Гнатко Д.,Історична та пригодницька проза,українська,,КСД,Щоденник безнадійно приреченої,,,2023.0
978-617-15-0169-0,Надія Гуменюк,Сучасні автори,українська,,КСД,Тінь Командора,,,2023.0
978-617-12-4722-2,Ж-К. Ґранже,Детективи,українська,французька,КСД,Багряні ріки,Les Rivieres pourpres,О. Є. Лесько,2018.0
978-617-8280-46-8,Р. Веа,Детективи,українська,,Видавництво РМ,Гра в брехню,,,2023.0
978-617-7782-07-9,"П. Тобін, П. Ковальский",Комікси та манґи,українська,,Vovkulaka,Відьмак. Прокляття Воронів,,,2023.0
978-617-7688-50-0,Т. Мюррей,Сучасні автори,українська,,АРТБУКС,Інструкція до запасного серця,,,2020.0
978-966-993-723-0,Дж. Фаулз,Сучасні автори,українська,,Форс,Колекціонер,,,2021.0
978-617-8109-16-5,Масаакі Н.,Комікси та манґи,українська,,Наша Ідея,Ґаннібал. Том 4,,,2022.0
978-617-12-9297-0,С. Талан,Сучасні автори,українська,,КСД,Де живе свобода. Її полиновий присмак. Книга 2,,,
978-617-12-8918-5,Т. Ґеррітсен,Трилери та жахи,українська,англійська,КСД,Хранителі смерті. Книга 7,Keeping the Dead,О. В. Оксенич,2021.0
978-617-7409-88-4,Х. Канг,Сучасні автори,українська,,Видавнича група КМ-БУКС,Вегетаріанка,,,2017.0
978-617-8376-01-7,Сяодао,Комікси та манґи,українська,,Сафран,"Книгарня, в якій причаївся лев. Том 1",,,2024.0
978-966-948-418-5,Джордж Р.Р. Мартін,Фентезі,українська,,Видавнича група КМ-БУКС,Танок драконів. Пісня льоду й полум’я. Книга 5,,,2020.0
978-966-993-008-8,Л. Цисінь,Фантастика,українська,,Bookchef,Вічне життя Смерті. Книга 3,,,2021.0
978-617-7782-11-6,"А. Мотика, М. Стриховська",Комікси та манґи,українська,,Vovkulaka,Відьмак. Плоть і Пломінь,,,2023.0
978-966-917-401-7,Д. Гаузер,Комікси та манґи,українська,,Рідна мова,Stranger Things. По той бік. Книга 1,,,2019.0
978-617-679-358-8,Ж. Діккер,Детективи,українська,,Видавництво Старого Лева,Правда про справу Гаррі Квеберта,,,2017.0
978-966-982-994-8,Дженніфер Вайнер,Сучасні автори,українська,,Віват,Велике літо,,,2023.0
978-617-664-242-8,Толкін Дж.Р.Р.,Фентезі,українська,,Астролябія,"Гобіт, або Мандрівка за Імлисті гори. Ювілейне ілюстроване видання",,,2023.0
978-617-7563-50-0,Г. Морріс,Сучасні автори,українська,,Книголав,Татуювальник Аушвіцу,,,2018.0
978-966-10-4270-3,Р. Бредбері,Фантастика,українська,,Навчальна книга Богдан,Все літо наче день один. 100 оповідань. Том перший: у 2-х книгах. Книга 2,,,
978-617-098-496-8,В. Малахова,Фентезі,українська,,Ранок,Інститут шляхетних убивць,,,2024.0
978-617-15-0653-4,В. Мастєрова,Сучасні автори,українська,,КСД,Суча дочка,,,2024.0
978-966-948-807-7,Д. Лаґеркранц,Детективи,українська,,Видавнича група КМ-БУКС,Темна музика,,,2024.0
978-617-098-227-8,С. Дессен,Сучасні автори,українська,,Ранок,Віднині й довіку,,,2023.0
978-617-12-7474-7,А. Крісті,Детективи,українська,англійська,КСД,Небезпека «Дому на околиці»,Perilat end House,А. В. Зорницький,2020.0
978-617-585-156-2,А. К. Дойль,Детективи,українська,,А-БА-БА-ГА-ЛА-МА-ГА,Шерлок Голмс. Том 1,,,2022.0
978-617-585-031-2,Оскар Вайлд,Класична література,українська,,А-БА-БА-ГА-ЛА-МА-ГА,Портрет Доріана Ґрея,,,2023.0
978-966-917-466-6,Д. Гаузер,Комікси та манґи,українська,,Рідна мова,Stranger Things. Шоста. Книга 2,,,2020.0
978-617-8396-12-1,Т. Валенте,Комікси та манґи,українська,,Наша Ідея,Радіант. Том 8,,,2024.0
978-617-7756-73-5,Ооно Косуке,Комікси та манґи,українська,,Malopus,Шлях домогосподаря. Том 4,,,2024.0
978-617-8248-96-3,Міранда Коулі Геллер,Сучасні автори,українська,,Рідна мова,Паперовий палац,,,2023.0
978-617-679-772-2,Т. Пратчетт,Фентезі,українська,,Видавництво Старого Лева,Поштова лихоманка,,,2020.0
978-966-993-234-1,Андре Асіман,Романтична проза,українська,,Bookchef,Називай мене своїм ім’ям,,,2022.0
978-617-585-252-1,Ю. Винничук,Сучасні автори,українська,,А-БА-БА-ГА-ЛА-МА-ГА,Аптекар,,,2023.0
978-617-8109-53-0,Фуджісава Б.,Комікси та манґи,українська,,Наша Ідея,"Кривавий Марс, том 3",,,2023.0
978-617-12-9299-4,Дж. Мойєс,Романтична проза,українська,англійська,КСД,До зустрічі з тобою. Книга 1,Me before you,,
978-966-982-097-6,Б. О’Лірі,Романтична проза,українська,,Віват,Квартира на двох,,,2020.0
978-617-12-9750-0,Талан С.,Сучасні автори,українська,,КСД,Повернутися дощем (Дві книги),,,2022.0
978-617-12-9941-2,Б. Сандерсон,Фентезі,українська,англійська,КСД,Шлях королів. Хроніки Буресвітла. Книга 1,The Way of Kings,,2023.0
978-617-15-0062-4,Елбом М.,Сучасні автори,українська,англійська,КСД,"П’ятеро, котрих зустрінеш на небесах",The Five People You Meet In Heaven,Максим Ларченко,2023.0
978-617-15-0010-5,Кінг С.,Фентезі,українська,англійська,КСД,Кінець зміни,End of watch,,2023.0
978-617-548-215-5,Т. Дж. Клюн,Фентезі,українська,,Bookchef,Шепіт за дверима,,,2023.0
978-617-097-937-7,Дж. Хан,Романтична проза,українська,,Ранок,Цього літа я стала вродливою. Книга 1,,,2022.0
978-617-09-5825-9,Н. Френч,Детективи,українська,,Фабула,Убий мене ніжно,,,2019.0
978-617-7818-60-0,Еліс Осман,Сучасні автори,українська,,Видавництво,Нік і Чарлі,,,2023.0
978-617-15-0503-2,Т. Мафі,Фентезі,українська,англійська,КСД,Знищ мене. Книга 1,Shatter me,,2024.0
